URL,Title,Brand,MRP,Current Price,Discount %,Rating,Reviews,Brand,CPU Model,CPU Speed,Operating System,RAM Memory Installed Size
https://www.amazon.in/Samsung-Phantom-Storage-Additional-Exchange/dp/B0B8S83RPT/ref=sr_1_32?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.Rptg0SxCDjzKg7qXbnsJhOK6LZfRyoembqi7qN8MGu3ly3DWYyBxa0H10Rdy_jXYuCHC2wKdamMpoFPz7zgZHNDTBouygHO6zCsVJbxCgqlE9Vfvh3WtATftfHrbY5EA8o1UiDZiOHOm83qDExCItpDEYs5prK8EHLRKNWYeHNBv9ugrBshYyyz4GFdAO1DSs0H8PEERxtKmt_YyaBuaFwqgXPC0ewbP47tkS6kqFL8.-Ia-NDcg0twO0Sv3ieX8HGCCZ5lPRZDptCGR62_tuPU&dib_tag=se&keywords=mobile&qid=1762120184&sprefix=mobile%2Caps%2C236&sr=8-32&xpid=2aTyjSZeW_aR8,"Samsung Galaxy Z Fold4 5G (Phantom Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers",Samsung,177999,74760,58,2.9,201,Samsung,Snapdragon,3.18 GHz,Android 12.0,12 GB
https://www.amazon.in/Motorola-Fusion-Marshmallow-256GB-Storage/dp/B0D4JLSGBB/ref=sr_1_24?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.Rptg0SxCDjzKg7qXbnsJhOK6LZfRyoembqi7qN8MGu3ly3DWYyBxa0H10Rdy_jXYuCHC2wKdamMpoFPz7zgZHNDTBouygHO6zCsVJbxCgqlE9Vfvh3WtATftfHrbY5EA8o1UiDZiOHOm83qDExCItpDEYs5prK8EHLRKNWYeHNBv9ugrBshYyyz4GFdAO1DSs0H8PEERxtKmt_YyaBuaFwqgXPC0ewbP47tkS6kqFL8.-Ia-NDcg0twO0Sv3ieX8HGCCZ5lPRZDptCGR62_tuPU&dib_tag=se&keywords=mobile&qid=1762120184&sprefix=mobile%2Caps%2C236&sr=8-24&xpid=2aTyjSZeW_aR8,"Motorola Edge 50 Fusion 5G (Marshmallow Blue, 12GB RAM, 256GB Storage)",Motorola,27999,20606,23,4.2,1020,Motorola,Snapdragon,2.2 GHz,"Android, Android 5.1",12 GB
https://www.amazon.in/OnePlus-Nord-CE4-Lifetime-Warranty/dp/B0CX58MTNN/ref=sr_1_20?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.Rptg0SxCDjzKg7qXbnsJhOK6LZfRyoembqi7qN8MGu3ly3DWYyBxa0H10Rdy_jXYuCHC2wKdamMpoFPz7zgZHNDTBouygHO6zCsVJbxCgqlE9Vfvh3WtATftfHrbY5EA8o1UiDZiOHOm83qDExCItpDEYs5prK8EHLRKNWYeHNBv9ugrBshYyyz4GFdAO1DSs0H8PEERxtKmt_YyaBuaFwqgXPC0ewbP47tkS6kqFL8.-Ia-NDcg0twO0Sv3ieX8HGCCZ5lPRZDptCGR62_tuPU&dib_tag=se&keywords=mobile&qid=1762120184&sprefix=mobile%2Caps%2C236&sr=8-20&xpid=2aTyjSZeW_aR8,"OnePlus Nord CE4 (Celadon Marble, 8GB RAM, 128GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Gen 3 - Best in The Segment | 50 MP Camera with OIS",OnePlus,24999,18999,24,4.3,11957,OnePlus,Snapdragon,N/A,OxygenOS,8 GB
https://www.amazon.in/Sparkle-Storage-SUPERVOOC-Additional-Exchange/dp/B0D9HMJ8DN/ref=sr_1_23?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.Rptg0SxCDjzKg7qXbnsJhOK6LZfRyoembqi7qN8MGu3ly3DWYyBxa0H10Rdy_jXYuCHC2wKdamMpoFPz7zgZHNDTBouygHO6zCsVJbxCgqlE9Vfvh3WtATftfHrbY5EA8o1UiDZiOHOm83qDExCItpDEYs5prK8EHLRKNWYeHNBv9ugrBshYyyz4GFdAO1DSs0H8PEERxtKmt_YyaBuaFwqgXPC0ewbP47tkS6kqFL8.-Ia-NDcg0twO0Sv3ieX8HGCCZ5lPRZDptCGR62_tuPU&dib_tag=se&keywords=mobile&qid=1762120184&sprefix=mobile%2Caps%2C236&sr=8-23&xpid=2aTyjSZeW_aR8,"OPPO A3X 5G (Sparkle Black, 4GB RAM, 64GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers",OPPO,14999,9998,36,4.1,366,OPPO,A-Series,2.4 GHz,Android 14,4 GB
https://www.amazon.in/Samsung-Galaxy-Smartphone-Black-Storage/dp/B0CS69QQTG/ref=sr_1_30?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.Rptg0SxCDjzKg7qXbnsJhOK6LZfRyoembqi7qN8MGu3ly3DWYyBxa0H10Rdy_jXYuCHC2wKdamMpoFPz7zgZHNDTBouygHO6zCsVJbxCgqlE9Vfvh3WtATftfHrbY5EA8o1UiDZiOHOm83qDExCItpDEYs5prK8EHLRKNWYeHNBv9ugrBshYyyz4GFdAO1DSs0H8PEERxtKmt_YyaBuaFwqgXPC0ewbP47tkS6kqFL8.-Ia-NDcg0twO0Sv3ieX8HGCCZ5lPRZDptCGR62_tuPU&dib_tag=se&keywords=mobile&qid=1762120184&sprefix=mobile%2Caps%2C236&sr=8-30&xpid=2aTyjSZeW_aR8,"Samsung Galaxy S24 5G AI Smartphone (Onyx Black, 8GB, 256GB Storage)",Samsung,79999,51199,36,4.3,1397,Samsung,Snapdragon,3.2 GB,Android 14,8 GB
https://www.amazon.in/Samsung-Galaxy-Smartphone-128GB-Storage/dp/B0DHL85K81/ref=sr_1_31?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.Rptg0SxCDjzKg7qXbnsJhOK6LZfRyoembqi7qN8MGu3ly3DWYyBxa0H10Rdy_jXYuCHC2wKdamMpoFPz7zgZHNDTBouygHO6zCsVJbxCgqlE9Vfvh3WtATftfHrbY5EA8o1UiDZiOHOm83qDExCItpDEYs5prK8EHLRKNWYeHNBv9ugrBshYyyz4GFdAO1DSs0H8PEERxtKmt_YyaBuaFwqgXPC0ewbP47tkS6kqFL8.-Ia-NDcg0twO0Sv3ieX8HGCCZ5lPRZDptCGR62_tuPU&dib_tag=se&keywords=mobile&qid=1762120184&sprefix=mobile%2Caps%2C236&sr=8-31&xpid=2aTyjSZeW_aR8,"Samsung Galaxy S24 FE 5G AI Smartphone (Mint, 8GB RAM, 128GB Storage)",Samsung,59999,33949,42,4.4,608,Samsung,Snapdragon,3.1 GHz,Android 14,8 GB
https://www.amazon.in/Nothing-Phone-Grey-256GB-Storage/dp/B0DZTQ1XH1/ref=sr_1_29?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.Rptg0SxCDjzKg7qXbnsJhOK6LZfRyoembqi7qN8MGu3ly3DWYyBxa0H10Rdy_jXYuCHC2wKdamMpoFPz7zgZHNDTBouygHO6zCsVJbxCgqlE9Vfvh3WtATftfHrbY5EA8o1UiDZiOHOm83qDExCItpDEYs5prK8EHLRKNWYeHNBv9ugrBshYyyz4GFdAO1DSs0H8PEERxtKmt_YyaBuaFwqgXPC0ewbP47tkS6kqFL8.-Ia-NDcg0twO0Sv3ieX8HGCCZ5lPRZDptCGR62_tuPU&dib_tag=se&keywords=mobile&qid=1762120184&sprefix=mobile%2Caps%2C236&sr=8-29&xpid=2aTyjSZeW_aR8,"Nothing Phone (3a) Pro 5G (Grey, 12GB RAM + 256GB Storage)",Nothing,36999,31449,15,4.4,85,Nothing,Cortex A7,"1.8, 2.4, 2.5 GHz",Android 14,12 GB
https://www.amazon.in/iPhone-Air-TB-Thinnest-Promotion/dp/B0FQG1TPG9/ref=sr_1_40?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-40&xpid=2aTyjSZeW_aR8,"iPhone Air 1 TB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Sky Blue",Apple,159900,159900,0,3.2,21,Apple,N/A,0.1 GHz,iOS,0.1 GB
https://www.amazon.in/realme-Smartphone-6-67-inch-ArmorShell-Protection/dp/B0F3VWLMLK/ref=sr_1_45?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-45&xpid=2aTyjSZeW_aR8,"realme 14x 5G Smartphone 8+128GB red, 6.67-inch Screen, 120Hz Display, 6000mAh Battery, 80MP, MediaTek Dimensity 6300, ArmorShell Protection, IP69",realme,17999,16919,6,4.2,1853,realme,Others,2.4 GHz,Android 14,8 GB
https://www.amazon.in/Storage-Display-Ultra-Thin-Dimensity-Processor/dp/B0F4DJSLJL/ref=sr_1_46?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-46&xpid=2aTyjSZeW_aR8,"Acer Super ZX 5G (Cosmic Green, 6GB RAM, 128GB Storage) | 120 Hz FHD+ Display | 5000 mAh Ultra-Thin Battery | Dimensity 6300 5G Processor | Sony 64MP AI Camera",acer,19999,11999,40,3.4,860,acer,Others,"2.0, 2.4 GHz",Android 15,6 GB
https://www.amazon.in/Motorola-g45-Pantone-Moss-128/dp/B0FL21SZXQ/ref=sr_1_49?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-49&xpid=2aTyjSZeW_aR8,"Motorola g45 5G (Pantone Moss, 128 GB) (8 GB RAM)",Motorola,14999,12468,17,4.0,111,Motorola,Snapdragon,2.3 GHz,Android 14,8 GB
https://www.amazon.in/Tecno-Midnight-Segments-Processor-Fluency/dp/B0DGMDL1JZ/ref=sr_1_52?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-52&xpid=2aTyjSZeW_aR8,"Tecno POP 9 5G Midnight Shadow, 4GB+128GB| Segment's 1st 48MP Sony AI Camera| Segment's 1st with NFC |D6300 Processor |4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker |Without Charger",Tecno,12999,8319,36,4.1,1350,Tecno,N/A,2.4 GHz,Android 14,8 GB
https://www.amazon.in/Lava-Bold-N1-Pro-Stealth/dp/B0F1Z259NF/ref=sr_1_38?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-38&xpid=2aTyjSZeW_aR8,"Lava Bold N1 Pro (Stealth Black, 4 GB RAM, 128 GB Storage)| Bigger 6.67"" HD+ IP54 Display | 120 Hz Refresh Rate | 50 MP AI Triple Rear Camera | 8 MP Front Camera| 5000 mAh Battery| Charger in Box",Lava,8399,6719,20,4.0,1100,Lava,Others,2.4 GHz,Android 14,4 GB
https://www.amazon.in/Samsung-Sapphire-Storage-Gorilla-Upgrades/dp/B0FN7WCV5Y/ref=sr_1_42?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-42&xpid=2aTyjSZeW_aR8,"Samsung Galaxy M17 5G (Sapphire Black, 6GB RAM, 128GB Storage)| 50MP OIS Triple Camera| Gorilla Glass Victus| IP54 Rating| 6 Gen of OS Upgrades| AI| Circle to Search| Gemini Live| Without Charger",Samsung,17999,15479,14,4.2,115,Samsung,Exynos 1330 S5E8535,2.4 GHz,Android 15.0,6 GB
https://www.amazon.in/Redmi-Midnight-Storage-Powerful-Processor/dp/B0D78VSVGS/ref=sr_1_41?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-41&xpid=2aTyjSZeW_aR8,Redmi A3X Midnight Black 4GB RAM 128GB ROM,Redmi,10999,6501,38,3.9,134,Redmi,Snapdragon,1.8 GHz,N/A,N/A
https://www.amazon.in/Samsung-Awesome-Storage-Nightography-Corning/dp/B0CWPDH74H/ref=sr_1_37?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-37&xpid=2aTyjSZeW_aR8,"Samsung Galaxy A55 5G (Awesome Navy, 8GB RAM, 128GB Storage) | AI | Metal Frame | 50 MP Main Camera (OIS) | Super HDR Video| Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED Display",Samsung,42999,24939,42,4.2,3734,Samsung,Others,2.75 GHz,Android 14,8 GB
https://www.amazon.in/samsung-Galaxy-Awesome-Storage-Without/dp/B0CXMD9YX5/ref=sr_1_35?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-35&xpid=2aTyjSZeW_aR8,"Samsung Galaxy A35 5G (Awesome Navy, 8GB RAM, 128GB Storage) Without Offer",Samsung,33999,18860,42,4.2,332,Samsung,Others,2 GHz,Android 14,8 GB
https://www.amazon.in/Samsung-Galaxy-Fold5-512GB-Storage/dp/B0CB68GRZP/ref=sr_1_39?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-39&xpid=2aTyjSZeW_aR8,"Samsung Galaxy Z Fold5 5G AI Smartphone (Ice Blue, 12GB RAM, 512GB Storage)",Samsung,169999,95199,44,4.0,394,Samsung,Snapdragon,3.36 GHz,Android 13.0,12 GB
https://www.amazon.in/Samsung-MediaTek-Dimensity-Charging-Upgrades/dp/B0DX6P3RX9/ref=sr_1_36?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-36&xpid=2aTyjSZeW_aR8,"Samsung Galaxy M06 5G (Sage Green, 4GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands| 25W Fast Charging | 4 Gen of OS Upgrades | Without Charger",Samsung,13999,9939,29,3.9,4394,Samsung,Others,2.4 GHz,Android 15.0,4 GB
https://www.amazon.in/Google-Pixel-Obsidian-256-RAM/dp/B0F6CY1S9Z/ref=sr_1_50?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-50&xpid=2aTyjSZeW_aR8,"Google Pixel 9A (Obsidian, 256 GB) (8 GB RAM)",Google,49999,44999,10,4.3,167,Google,Google Tensor G4,"2.6, 3.1 GHz",Android 15,8 GB
https://www.amazon.in/Motorola-Fusion-Marshmallow-256GB-Storage/dp/B0D4JLSGBB/ref=sr_1_51?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-51&xpid=2aTyjSZeW_aR8,"Motorola Edge 50 Fusion 5G (Marshmallow Blue, 12GB RAM, 256GB Storage)",Motorola,27999,20606,23,4.2,1020,Motorola,Snapdragon,2.2 GHz,"Android, Android 5.1",12 GB
https://www.amazon.in/Samsung-Galaxy-Bahama-Blue-128GB/dp/B0DYKC512N/ref=sr_1_47?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-47&xpid=2aTyjSZeW_aR8,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB) (6 GB RAM)",Samsung,15499,9999,35,4.2,50,Samsung,Others,2.4 GHz,Android 15,6 GB
https://www.amazon.in/Samsung-Galaxy-Smartphone-Black-Storage/dp/B0CS69QQTG/ref=sr_1_48?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.WpVzWAjDhwK8tdZzxTyLPPXayoyMbRu-xkDbBUsX3oOuCQDm4ZmP3byAduEKVheh0tMfRvWHSH-8eBM9zXEOhTxYnLlCZzcy2IV7FGBTxKF-HUtTUVaQmzbg3kMMsg4JyonIjKVQUuWtl52ZYcIhFX9ld1xvtVRV3Tg1n41_lvM24WTYYQImPtcF26Ehtnbw1Z_3Ym111j3NZyrtJZN2404uesysgEr89XQ3mBHRIcU.ghr6jnYv1nRLbNoBfpuIIHPxWhqhvQS5FHQRaCQigzI&dib_tag=se&keywords=mobile&qid=1762120187&sprefix=mobile%2Caps%2C236&sr=8-48&xpid=2aTyjSZeW_aR8,"Samsung Galaxy S24 5G AI Smartphone (Onyx Black, 8GB, 256GB Storage)",Samsung,79999,51199,36,4.3,1397,Samsung,Snapdragon,3.2 GB,Android 14,8 GB
https://www.amazon.in/Motorola-A300-Replacement-Payments-Recording/dp/B0FH53H4R1/ref=sr_1_64?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.In-TZ8zFn3yV_MmwghrfDSSH05cusAlsg1FlXl4PoZmPvTd_82LdoLGne1DbPhY-pz-EIY8b0CYt3OAMERyQL8Vn_GRu1ldRrkcVp6V2R6VDEkffsiKcbH6n-ES435fPD_27EkQdmdIOTYSgcG-vXVUUIUINqd9VXrPH8nr_jSz9zCbN42-tkdi9hBSaRqHAHnZQ2cNq1IOMbNYN-nV-5t5JWHmQqHQ1247KrXkrqJs.3qbPD_r_bk5mYfQwLLcz0tpVbefRZxHiJ5US-DrVF7M&dib_tag=se&keywords=mobile&qid=1762120190&sprefix=mobile%2Caps%2C236&sr=8-64&xpid=2aTyjSZeW_aR8,Motorola All-New A300 Dual Sim keypad Phone | 2 Years Replacement | Long Lasting Battery | Built-in UPI Payments App | Wireless FM | Auto Call Recording (Teal),Motorola,1699,1209,26,3.4,14,Motorola,A Series,N/A,RTOS,4 MB
https://www.amazon.in/Motorola-G05-Plum-64GB-Storage/dp/B0DSTM3NYN/ref=sr_1_67?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.In-TZ8zFn3yV_MmwghrfDSSH05cusAlsg1FlXl4PoZmPvTd_82LdoLGne1DbPhY-pz-EIY8b0CYt3OAMERyQL8Vn_GRu1ldRrkcVp6V2R6VDEkffsiKcbH6n-ES435fPD_27EkQdmdIOTYSgcG-vXVUUIUINqd9VXrPH8nr_jSz9zCbN42-tkdi9hBSaRqHAHnZQ2cNq1IOMbNYN-nV-5t5JWHmQqHQ1247KrXkrqJs.3qbPD_r_bk5mYfQwLLcz0tpVbefRZxHiJ5US-DrVF7M&dib_tag=se&keywords=mobile&qid=1762120190&sprefix=mobile%2Caps%2C236&sr=8-67&xpid=2aTyjSZeW_aR8,"Motorola G05 4G (Plum Red, 4GB RAM, 64GB Storage)",Motorola,9999,7799,22,4.1,198,Motorola,Pentium 4,3.4 GHz,Android 14,4 GB
